text,user,location,Subject,state
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",SABrumsey,"New York, NY",Joe Biden,New York
 BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t‚?¶,mikecarroll1974,"Real, VA",Joe Biden,Virginia
"""The Hunter Biden documents have at least as much verification as those other archives that were widely reported. T‚?¶ ",BatesLine,"Tulsa, Oklahoma",Joe Biden,Oklahoma
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",Regetom1,"Pennsylvania, USA",Joe Biden,Pennsylvania
  Vote Joe Biden to save our country!Vote out all the evil corrupt Republican senators!DO NOT MAIL IN YO‚?¶,janet_yackle,"Minneapolis, MN",Joe Biden,Minnesota
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",202_claudia_,"Washington, DC",Joe Biden,Washington
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,DougDGross,"Tennessee, USA",Joe Biden,Tennessee
 Joe BidenI'm not taking anything for granted. I'm going after every vote right up to the last minute. MSNBC.,pattythomastpc1,"Western Slope, Colorado, USA",Joe Biden,Colorado
 ‚??There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re‚?¶,RittNancy,"Massachusetts, USA",Joe Biden,Massachusetts
 It's amazing how some of the candidates who lost to Joe Biden in the primaries have truly emerged as superstars as surrogat‚?¶,husseywiles,"West Virginia, USA",Joe Biden,West Virginia
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,MICHELLEE0713,"Sammamish, WA",Joe Biden,Washington
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",xtrixcyclex,"Sparks, NV",Joe Biden,Nevada
 Retweet if you have already voted for .Like if you are voting for Joe Biden.,livin_mn,"Minneapolis, MN",Joe Biden,Minnesota
"    Trump, not Biden, passed prison reform.Trump, not Biden, funded H‚?¶ ",pancho_joe,"McKinney, Texas",Joe Biden,Texas
 Glenn Greenwald Resigns from the Intercept Over Censorship of Article on Hunter and Joe Biden ,DeckerMage,"Fresno, CA",Joe Biden,California
" Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" ‚?¶",jbfletcher28,"Henderson, NV",Joe Biden,Nevada
 Yesterday  granted Duke Tanner clemency after 16 years in prisonHe was sentenced to LIFE in prison fo‚?¶,td_hopkins,"Sandy Springs, GA",Joe Biden,Georgia
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",amiecinbg,"Bowling Green, OH",Joe Biden,Ohio
" BREAKING:  recent events have raised a whopping $35M, including $4.5M at a single Texas event (beating Obama‚??s‚?¶",rina46450028,"Washington, England",Joe Biden,Washington
 President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.,pipolota,"Pennsylvania, USA",Joe Biden,Pennsylvania
 Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co‚?¶,MLuttermoser,"Michigan, USA",Joe Biden,Michigan
 Joe Biden‚??s America  ,JamesTSwarts,"Manhattan, KS",Joe Biden,Kansas
Donald Trump is a bad man. I will not vote for him. Racist. Voting for Joe Biden so that we can have more Indian ow‚?¶ ,realAsstProf,"South Bend, IN",Joe Biden,Indiana
 Joe Biden has never wanted to take guns away- that would be the other guy running for president,KimKokocal,"Pennsylvania, USA",Joe Biden,Pennsylvania
"If you‚??re a #BidenHarris2020 supporter deep in a part of #Pennsylvania red with Trump support, what do you do? Spea‚?¶ ",mstanik0,"Tucson, AZ",Joe Biden,Arizona
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",DeniseEmtin,"New York, USA",Joe Biden,New York
"   Trump has a bank account with millions in China he has been keeping secret, he owes almost 1B dolla‚?¶",ikerot,"Michigan, USA",Joe Biden,Michigan
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",lydelisse_t,"Florida, USA",Joe Biden,Florida
" Journalism today:""The Intercept‚??s editors, in violation of my contractual right of editorial freedom, censored an art‚?¶",RightBrandOne,"California, USA",Joe Biden,California
 Joe Biden‚??s America  ,GerryReyna1,"Mokena, IL",Joe Biden,Illinois
 Joe Biden: The great ‚??unifier‚?ù that calls you chumps and clowns.,jravnikar316,"ICT, KS",Joe Biden,Kansas
 Joe BidenI'm not taking anything for granted. I'm going after every vote right up to the last minute. MSNBC.,OneVoice1111,"Florida, USA",Joe Biden,Florida
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",busdrivinmomma1,"Michigan, USA",Joe Biden,Michigan
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",GayConservativ3,"Raleigh, NC",Joe Biden,North Carolina
" This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden.",mrs_good_vibes,"Colorado, USA",Joe Biden,Colorado
" For those who think basement dweller Joe Biden, bagman and lid lover, could ‚??lead‚?ù the economic recovery from the pande‚?¶",IdaFlo,Idaho,Joe Biden,Idaho
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,JesseSimonODay,"Oswego, NY",Joe Biden,New York
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,sunshinek67,Texas,Joe Biden,Texas
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,JillMack30,Oregon,Joe Biden,Oregon
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",ekraemer10,"Buffalo, NY",Joe Biden,New York
" Heads up, Michiganders! Don‚??t miss your chance to spend Halloween with ‚Å¶‚Å© and ‚Å¶‚Å©! ?????∫??∏ ‚?¶",chassav16,"Maryland, USA",Joe Biden,Maryland
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,nowell_ben,"Florida, USA",Joe Biden,Florida
 Vote for Joe Biden. You won't have to worry about what kind of crazy bullshit he might tweet at three in the morning.,angry_gammy,"North Carolina, USA",Joe Biden,North Carolina
 Joe Biden didn't like being called out about his son and family's foreign business dealings. ,John_Down_ing,Maine,Joe Biden,Maine
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,Grandmommy50,"Kansas City, MO",Joe Biden,Missouri
I can‚??t wait for Joe Biden to get elected,napoleonthe13th,"Bay Area, CA",Joe Biden,California
" Last night, Joe Biden said that not one single person with private insurance lost their plan under Obamacare.Joe, more th‚?¶",UFStemCell,"Tallahassee,Gainesville,FL",Joe Biden,Florida
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",6nsinvt,Vermont,Joe Biden,Vermont
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",nxtrabzmom,"Glendale,AZ",Joe Biden,Arizona
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,MollymorTex,Texas,Joe Biden,Texas
" THREAT: ‚??Shut Down DC‚?? Releases Target Maps to ‚??Confront‚?? Trump‚??s Campaign Officials and Supporters at Home""It is clear‚?¶",kimberly329b,"Payson, AZ",Joe Biden,Arizona
" Joe Biden: ""I'll lead an effective strategy to mobilize [unintelligible]!"" ",thenewman777,"Texas, USA",Joe Biden,Texas
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,Archoutofthebox,"Greenwich, CT",Joe Biden,Connecticut
 Joe Biden‚??s America  ,flatrockflower,"Ohio, USA",Joe Biden,Ohio
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",Hwy2Hysteria,"St Paul, MN",Joe Biden,Minnesota
" I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST‚?¶",sandeeleerod,"Punta Gorda, FL",Joe Biden,Florida
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",shareitarie10,"Iowa, USA",Joe Biden,Iowa
 Donald Trump releases his travel sked - he will not be back in Ohio before Election DayJoe Biden is mostly booked as w‚?¶,thecodyjthomas,"Lakewood, OH",Joe Biden,Ohio
That's Toughness | Joe Biden For President 2020  via ,ccchapman3103,"MN, AZ, TX, USA??®??¶??∫??∏??Ø??µ??≤??Ω?ç???¨??ß??Æ??π",Joe Biden,Texas
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,TraderWaz,"Texas, USA",Joe Biden,Texas
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of wo‚?¶ ",JoeBiden_20,"Washington, DC",Joe Biden,Washington
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,Debbie2847,California,Joe Biden,California
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",BobbieHasNoPres,"Georgia, USA",Joe Biden,Georgia
" Joe Biden has promised to make passing the LGBTQ rights legislation known as the Equality Act a top priority, hoping to sign w‚?¶",TammyRRay2,"Cleveland, OH",Joe Biden,Ohio
"Rudy Giuliani Unleashes On Joe Biden: ""Prince of Darkness... Used His Son, a Drug Addict, to Be His Bagman"" ",JanMewhinney,Indiana,Joe Biden,Indiana
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",kimjackson06,"Manhattan, NY",Joe Biden,New York
 I think it's both hilarious and SAD that Joe Biden has had a thoroughly outlined plan posted ON A PUBLIC WEBSITE since May of‚?¶,jtdevold,"Baton Rouge, LA",Joe Biden,Louisiana
" It is clear who is behind law enforcement and it‚??s not Joe Biden. The American people have a choice, law and order or socia‚?¶",Sardius_Jasper,"Kentucky, USA",Joe Biden,Kentucky
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,marlencha1992,"Bay Area, CA",Joe Biden,California
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,rediornot49,"Illinois, USA",Joe Biden,Illinois
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,risafeely1,"California, USA",Joe Biden,California
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",msholmes2U,"New Jersey, USA",Joe Biden,New Jersey
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",ladyjh3535,Arizona,Joe Biden,Arizona
     Didn't the  Senate Republicans investigation clear Jo‚?¶ ,bartole_richard,"Ashland, VA",Joe Biden,Virginia
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,DoctorGoodleg,"New Jersey, USA",Joe Biden,New Jersey
" It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th‚?¶",jimmiewolf16,"White Salmon, WA",Joe Biden,Washington
" Joe Biden: ""I'll lead an effective strategy to mobilize [unintelligible]!"" ",realTroyLime,"San Antonio, TX",Joe Biden,Texas
" We Have Been Warned: Joe Biden Promises ""Equality Act‚?ù and Openly Threatens Religious Freedom in Final Days of Presidential Elect‚?¶",JustinWhelchel,"Minneapolis, MN",Joe Biden,Minnesota
 BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t‚?¶,RhondaSexton17,"Titus, Alabama",Joe Biden,Alabama
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",millsandthings,"New York, USA",Joe Biden,New York
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",AcappelliEsq,New York,Joe Biden,New York
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,MoniB777,"Manhattan, NY",Joe Biden,New York
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,robbysue1,"Kenmore, NY",Joe Biden,New York
". has THREE Make America Great Again peaceful protests today.??çWaterford Town, MI: 1:00 p.m. (EST)‚?¶ ",EvanAKilgore,"Ohio, USA",Joe Biden,Ohio
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",ShutUpAmanda,"Stockton, CA",Joe Biden,California
" After campaigning in 2016 to lift up the ‚??forgotten man,‚?? President Trump has completely lost sight of working people. I pr‚?¶",exinkygal,"Philadelphia, PA",Joe Biden,Pennsylvania
 I spoke to  about why I‚??ll be voting for Joe Biden for president. So apt that it‚??s come out on the night of th‚?¶,EWeber2012,"Michigan, USA",Joe Biden,Michigan
 .: #BigTech is 'trying to elect Joe #Biden and destroy Pres. #Trump'She's right and we discussed how th‚?¶,rhummer48,"Campbelltown, PA",Joe Biden,Pennsylvania
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,ManzanaresFelix,"Florida, USA",Joe Biden,Florida
" A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ‚?¶",sandeeleerod,"Punta Gorda, FL",Joe Biden,Florida
 A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3‚?¶,DebBRVA,"Richmond, VA",Joe Biden,Virginia
" Before some idiot starts yelling ‚??Snopes,‚?ù remember this is on video word for word. It is novel, however, because it ma‚?¶",mmagill69,"Milford, PA",Joe Biden,Pennsylvania
